2024-07-13 07:46:09,975 INFO ============= Start ============
2024-07-13 09:58:27,015 INFO c8a99799: [SR] (-1, -1) [SR]
2024-07-13 09:58:27,412 INFO d9d9ac0f: [SA,SA,SA,SP,SA,SA,SA,SA,SR] (-1, -1) [SR]
2024-07-13 09:58:27,509 INFO 0018bc9f: [FAIL] output/minimizer_output/0018bc9f3e36c70fd4abf0171a5be8edcedc79b86ab19884438d6560870af59f.CP1.SR.SR
2024-07-13 09:58:27,563 INFO 0a75087d: [FAIL] output/minimizer_output/0a75087d9df25bb1857dde7210025ac036c0488739c956172c43cebb40882cbd.SR.OA.SR
2024-07-13 09:58:27,578 INFO 0d0d65d5: [FAIL] output/minimizer_output/0d0d65d5f36d09c8d5816bd771761346bbc761795cbd6d546391c430d0223918.SA1.SA.SR.SR
2024-07-13 09:58:27,583 INFO 0f6de990: [FAIL] output/minimizer_output/0f6de9909c528426e5d44cd5631168e8a4b25d618ee7737c02a82c76bee276c1.SA1.SA.SA.SP.SA.SA.SA.SR.SR
2024-07-13 09:58:27,592 INFO 121efdd5: [FAIL] output/minimizer_output/121efdd55f2d23bcd23aa1a629ccec4ee4281460265085eb3d650b50dbfc2eee.SR
2024-07-13 09:58:27,595 INFO 124405a3: [FAIL] output/minimizer_output/124405a3b3ac222863211b9f6e32e472ce9381dedbb85dfee0510b1d318e106f.CP1.SP.SP.SA.SA.SA.SA.SR
2024-07-13 09:58:27,638 INFO 1b30bbe5: [FAIL] output/minimizer_output/1b30bbe53d6e74ff232e39bc2ccf9e716e6a0b72d8daebc390e7e119901ab016.SA1.SA.SA.SA.SA.SA.SR
2024-07-13 09:58:27,641 INFO 1c830bac: [FAIL] output/minimizer_output/1c830bac4e7230537b5223d31a0a6ce2f0c7dd79ff2833a0d062bdfc24ec8474.SA.SR.SA.SP.SR.SA.SA.SR.SR
2024-07-13 09:58:27,647 INFO 2123511e: [FAIL] output/minimizer_output/2123511eb5a5e95385329af0ff5dc4c3244fe82278d4d5b99e28c1523da95819.SP.SR.SA.SR
2024-07-13 09:58:27,676 INFO 21941095: [FAIL] output/minimizer_output/2194109510ccad6bb986bd90518c2fa2a1f197597f5d19545a724cf57471fb54.SA.SA.SA.SR.SR
2024-07-13 09:58:27,693 INFO 268e6330: [FAIL] output/minimizer_output/268e6330887844a038aa5b86a10e74806df5d7e9ce03fd27ae1123669a00e62f.SR
2024-07-13 09:58:27,709 INFO 274babcc: [FAIL] output/minimizer_output/274babcce898557fd0b7b3bb23075bb692240dffe2687bcdecb788bf0934724a.SR
2024-07-13 09:58:27,713 INFO 325150f5: [FAIL] output/minimizer_output/325150f5eb14182376c8313f9dd7ac72138eb983fb6e4329c930a6d992154205.SP.SA.SP.SR.SA.SA.SR
2024-07-13 09:58:27,752 INFO 3be10c92: [SUCC] output/minimizer_output/3be10c92cf59217770ba673cae1df4f01dd9caae508ab559b315d63307aa239a.SA1.SA1.SA.SA.SA.SA.SA
2024-07-13 09:58:27,805 INFO 3eb5663e: [FAIL] output/minimizer_output/3eb5663e820d8187defa82c9962ddc471fad12543dc14eb5a9aa79b3cd807967.SA.SR
2024-07-13 09:58:27,836 INFO 3f5538ab: [FAIL] output/minimizer_output/3f5538ab9e3a952757b8963a5a3e49ee61d3494dd90c254cbfed3ad712dc2009.SA.SA.SA.SA.SA.SA.SA.SA.SR
2024-07-13 09:58:27,850 INFO 4204769b: [FAIL] output/minimizer_output/4204769b815b6b5b62b47bfcb8b02e7367ed6e4df4651e5738ff861383fe24fd.SA.SA.SA.SA.SA.SP.SR
2024-07-13 09:58:28,087 INFO 862a8c73: [SUCC] output/minimizer_output/862a8c73021006d1d981f1a25a6f4e167e4a0fc23ac8095cad25b2dbafc80b8e.SP1.SA.SA
2024-07-13 09:58:28,163 INFO b0fb5673: [SUCC] output/minimizer_output/b0fb567370f704eafa74af98fe4f22392da96a593d7c09c3c96ee631ec148b33.SA1.SP1.SA
2024-07-13 09:58:29,143 INFO 0018bc9f: [CR,SR,SR] (1, 0) [CR,--,SR]
2024-07-13 09:58:30,296 INFO 0a75087d: [SA,SR,OA,SR] (0, 2) [SA1,SR,OA,SR]
2024-07-13 09:58:31,185 INFO 0d0d65d5: [SA,SA,SR,SR] (0, 3) [OA,SA,SR,SR]
2024-07-13 09:58:32,637 INFO 0f6de990: [SA,SA,SA,SP,SA,SA,SA,SR,SR] (0, 3) [OA,SA,SA,SP,SA,SA,SA,SR,SR]
2024-07-13 09:58:32,758 INFO 121efdd5: [SR] (0, 2) [SR1]
2024-07-13 09:58:40,962 INFO 124405a3: [CR,SP,SP,SA,SA,SA,SA,SR] (1, 0) [CR,--,SP,SA,SA,SA,SA,SR]
2024-07-13 09:58:43,823 INFO 1b30bbe5: [SA,SA,SA,SA,SA,SA,SR] (0, 3) [OA,SA,SA,SA,SA,SA,SR]
2024-07-13 09:58:45,650 INFO 1c830bac: [CR,SA,SR,SA,SP,SR,SA,SA,SR,SR] (0, 2) [CP1,SA,SR,SA,SP,SR,SA,SA,SR,SR]
2024-07-13 09:58:48,081 INFO 2123511e: [SA,SP,SR,SA,SR] (0, 2) [SA1,SP,SR,SA,SR]
2024-07-13 09:58:51,397 INFO 21941095: [CR,SA,SA,SA,SR,SR] (0, 2) [CP1,SA,SA,SA,SR,SR]
2024-07-13 09:58:54,088 INFO 268e6330: [CR,SA,SA,SA,SA,SA,SA,SR] (0, 0) [--,SA,SA,SA,SA,SA,SA,SR]
2024-07-13 09:58:55,210 INFO 274babcc: [SA,SA,SA,SR,SR,SR] (0, 0) [--,SA,SA,SR,SR,SR]
2024-07-13 09:58:57,563 INFO 325150f5: [CR,SP,SA,SP,SR,SA,SA,SR] (0, 2) [CP1,SP,SA,SP,SR,SA,SA,SR]
2024-07-13 09:58:59,496 INFO 3be10c92: [SA,RD,SA,BC,SA,SA,SA,SA,SA] (4, 0) [SA1,--,SA1,--,--,SA,SA,SA,SA]
2024-07-13 09:59:00,562 INFO 3eb5663e: [SA,SA,SR] (0, 2) [SA1,SA,SR]
2024-07-13 09:59:01,760 INFO 3f5538ab: [SP,SA,SA,SA,SA,SA,SA,SA,SA,SR] (0, 2) [SP1,SA,SA,SA,SA,SA,SA,SA,SA,SR]
2024-07-13 09:59:04,309 INFO 4204769b: [OA,SA,SA,SA,SA,SA,SP,SR] (1, 0) [OA,--,SA,SA,SA,SA,SP,SR]
2024-07-13 09:59:05,026 INFO 862a8c73: [CR,BC,SP,OA,SA,SA] (4, 0) [--,--,SP1,--,--,SA]
2024-07-13 09:59:05,618 INFO b0fb5673: [CR,SA,SP,SA] (3, 0) [--,SA1,SP1,--]
2024-07-13 09:59:05,886 INFO 0018bc9f: [FAIL] output/minimizer_output/0018bc9f3e36c70fd4abf0171a5be8edcedc79b86ab19884438d6560870af59f.CR.SR
2024-07-13 09:59:05,930 INFO 0670326e: [SUCC] output/minimizer_output/0670326e0572ca61e6a1f9b654088f5ac91fd3426dcba932377c801763fe5906.CR.SR1.OA.SA
2024-07-13 09:59:05,965 INFO 0a75087d: [FAIL] output/minimizer_output/0a75087d9df25bb1857dde7210025ac036c0488739c956172c43cebb40882cbd.SA1.SR.OA.SR
2024-07-13 09:59:05,970 INFO 0d0d65d5: [FAIL] output/minimizer_output/0d0d65d5f36d09c8d5816bd771761346bbc761795cbd6d546391c430d0223918.OA.SA.SR.SR
2024-07-13 09:59:05,972 INFO 0f6de990: [FAIL] output/minimizer_output/0f6de9909c528426e5d44cd5631168e8a4b25d618ee7737c02a82c76bee276c1.OA.SA.SA.SP.SA.SA.SA.SR.SR
2024-07-13 09:59:06,031 INFO 12149531: [SUCC] output/minimizer_output/121495314c9d209c37449ad74bb5a8c3e3826d6af290efa41654ec9ea9bc9bb4.CP1.SP.BC.SR.SA
2024-07-13 09:59:06,072 INFO 121efdd5: [FAIL] output/minimizer_output/121efdd55f2d23bcd23aa1a629ccec4ee4281460265085eb3d650b50dbfc2eee.SR1
2024-07-13 09:59:06,074 INFO 121efdd5: ###### [FINISH] output/evasive/121efdd55f2d23bcd23aa1a629ccec4ee4281460265085eb3d650b50dbfc2eee.SR
2024-07-13 09:59:06,108 INFO list_minimal_arm: ['SR']
2024-07-13 09:59:06,114 INFO update_reward_with_alpha_beta(63, 1, 0)
2024-07-13 09:59:06,181 INFO 124405a3: [FAIL] output/minimizer_output/124405a3b3ac222863211b9f6e32e472ce9381dedbb85dfee0510b1d318e106f.CR.SP.SA.SA.SA.SA.SR
2024-07-13 09:59:06,241 INFO 1b30bbe5: [FAIL] output/minimizer_output/1b30bbe53d6e74ff232e39bc2ccf9e716e6a0b72d8daebc390e7e119901ab016.OA.SA.SA.SA.SA.SA.SR
2024-07-13 09:59:06,244 INFO 1c830bac: [FAIL] output/minimizer_output/1c830bac4e7230537b5223d31a0a6ce2f0c7dd79ff2833a0d062bdfc24ec8474.CP1.SA.SR.SA.SP.SR.SA.SA.SR.SR
2024-07-13 09:59:06,248 INFO 2123511e: [FAIL] output/minimizer_output/2123511eb5a5e95385329af0ff5dc4c3244fe82278d4d5b99e28c1523da95819.SA1.SP.SR.SA.SR
2024-07-13 09:59:06,251 INFO 21941095: [FAIL] output/minimizer_output/2194109510ccad6bb986bd90518c2fa2a1f197597f5d19545a724cf57471fb54.CP1.SA.SA.SA.SR.SR
2024-07-13 09:59:06,265 INFO 268e6330: [FAIL] output/minimizer_output/268e6330887844a038aa5b86a10e74806df5d7e9ce03fd27ae1123669a00e62f.SA.SA.SA.SA.SA.SA.SR
2024-07-13 09:59:06,271 INFO 274babcc: [FAIL] output/minimizer_output/274babcce898557fd0b7b3bb23075bb692240dffe2687bcdecb788bf0934724a.SA.SA.SR.SR.SR
2024-07-13 09:59:06,274 INFO 325150f5: [FAIL] output/minimizer_output/325150f5eb14182376c8313f9dd7ac72138eb983fb6e4329c930a6d992154205.CP1.SP.SA.SP.SR.SA.SA.SR
2024-07-13 09:59:06,436 INFO 591946b2: [FAIL] output/minimizer_output/591946b20cb05a4ace0cfb488edef45bfc26bcfdbd257d1b26e5dc11a08adbf8.SA.SA.SP.SA.SA.SR
2024-07-13 09:59:06,439 INFO 59694ee3: [FAIL] output/minimizer_output/59694ee3871413b2d45fb57a89c1f34ddbffbd5e74b1d0d18196e697e816cbae.SA.SA.SP.SA.SA.SA.SA.SR
2024-07-13 09:59:06,441 INFO 5b5fd097: [FAIL] output/minimizer_output/5b5fd097bbc8b095972250843af646c020f8ab1cb56d3338b2e004c898da151f.SA.SA.SA.SR.SA.SR.SR
2024-07-13 09:59:06,443 INFO 5e7aa4d0: [FAIL] output/minimizer_output/5e7aa4d0be80f014bc11c536a12de13bc551b3ce28d890f10819829d9124b81a.SP.SA.SA.SA.SA.SA.SR.SA.SR
2024-07-13 09:59:06,461 INFO 673369ef: [FAIL] output/minimizer_output/673369ef4c994502046d3905f1ac2e1e1b53d34377a8976d00ecc3789e88181c.SA.SA.SR.SR
2024-07-13 09:59:06,469 INFO 73bb578b: [FAIL] output/minimizer_output/73bb578ba2fdbb92aa43f22dc7985ce7764d0de8458f298de3feed6b05fd7153.SR
2024-07-13 09:59:06,471 INFO 75335eec: [FAIL] output/minimizer_output/75335eec062822ecc7fb80d5ad266b483fedfffbfe713214c4d50627dd433880.SR
2024-07-13 09:59:06,492 INFO 80d527e8: [SUCC] output/minimizer_output/80d527e8d84c8b5f505c2a303ec1eb564b67cb9d2d19863c1a01ccf406db6c11.CR.SA1.SA
2024-07-13 09:59:06,656 INFO 868601d7: [FAIL] output/minimizer_output/868601d7f79db80a2d53645200e3aa1f89779b9c88f3a872db073daa1514060e.SR
2024-07-13 09:59:06,666 INFO 8afefe94: [FAIL] output/minimizer_output/8afefe94bcd71fad3e72bf0bd6d3cd37ee2972fb26760bab30950909b8078d21.SR
2024-07-13 09:59:06,667 INFO 8b13fd93: [FAIL] output/minimizer_output/8b13fd93ad157d1e4c8a9eadba67e6e5771aa77d408961912b9208d293143b37.SR
2024-07-13 09:59:06,668 INFO a5337ab1: [FAIL] output/minimizer_output/a5337ab1d08cfcc0ae17848a9abd4eadf0a9ada9bb7bb894bb903e3917c74110.CR.SA.SA.SA
2024-07-13 09:59:06,668 INFO a897d3c1: [SUCC] output/minimizer_output/a897d3c107915599c31c8fab35d9503c205d419d95911966928d009b0a4ac98e.CR.SA1.SR1
2024-07-13 09:59:06,696 INFO a897d3c1: ###### [FINISH] output/minimizer_output/a897d3c107915599c31c8fab35d9503c205d419d95911966928d009b0a4ac98e.CR.SA1.SR1
2024-07-13 09:59:06,727 INFO list_minimal_arm: ['CR', 'SA1', 'SR1']
2024-07-13 09:59:06,727 INFO update_reward_with_alpha_beta(7, 1, -1)
2024-07-13 09:59:06,732 INFO update_reward_with_alpha_beta(9, 1, -1)
2024-07-13 09:59:06,749 INFO update_reward_with_alpha_beta(48, 1, 0)
2024-07-13 09:59:06,866 INFO aee2d622: [FAIL] output/minimizer_output/aee2d62256b872993abb2d3d8fa16b833b852328a727f3bbee0f52c1a9f06a9a.SR
2024-07-13 09:59:06,905 INFO b149ac68: [FAIL] output/minimizer_output/b149ac6820820cc1fc8c722519b554daaf2c1cec4274d2224fbfd938dfed7ffc.SR
2024-07-13 09:59:07,130 INFO b3e3a4cb: [FAIL] output/minimizer_output/b3e3a4cbe758a1deb87c50d04596b7dfc80368a4462866c73e6d2d2180db9222.SR
2024-07-13 09:59:07,135 INFO bb6971be: [FAIL] output/minimizer_output/bb6971be72b918db52dd7a547fc6d70314e606671db628b95f7d114f349a3c4e.SR
2024-07-13 09:59:07,137 INFO c8a99799: [FAIL] output/minimizer_output/c8a99799431e0c468cc30fe298d6b9f0ff0ae3c883c6ae075856c3e221ef41d9.SR
2024-07-13 09:59:07,140 INFO cfbcde74: [SUCC] output/minimizer_output/cfbcde74657a1c64b163b67bb406565d926f10bc1f7e2f9e9dc1523d53a15a07.CP1.SA
2024-07-13 09:59:07,610 INFO d9d9ac0f: [FAIL] output/minimizer_output/d9d9ac0fd2d3f36af73577bcc132e265d119e1d0f817e82582f2351e000edacf.SR
2024-07-13 09:59:08,601 INFO 0018bc9f: [CR,SR,SR] (1, 2) [CR,SR1,SR]
2024-07-13 09:59:09,478 INFO 0670326e: [CR,RD,SP,SP,SR,BC,OA,SR,OA,SA] (8, 0) [CR,--,--,--,--,--,--,SR1,--,SA]
2024-07-13 09:59:10,410 INFO 0a75087d: [SA,SR,OA,SR] (0, 3) [OA,SR,OA,SR]
2024-07-13 09:59:11,453 INFO 0d0d65d5: [SA,SA,SR,SR] (1, 0) [SA,--,SR,SR]
2024-07-13 09:59:13,266 INFO 0f6de990: [SA,SA,SA,SP,SA,SA,SA,SR,SR] (1, 0) [SA,--,SA,SP,SA,SA,SA,SR,SR]
2024-07-13 09:59:15,236 INFO 12149531: [CR,SR,RC,RD,SR,SP,SP,BC,SR,SA] (6, 0) [CP1,--,--,--,--,--,--,BC,SR,SA]
2024-07-13 09:59:24,762 INFO 124405a3: [CR,SP,SP,SA,SA,SA,SA,SR] (1, 2) [CR,SP1,SP,SA,SA,SA,SA,SR]
2024-07-13 09:59:26,543 INFO 1b30bbe5: [SA,SA,SA,SA,SA,SA,SR] (1, 0) [SA,--,SA,SA,SA,SA,SR]
2024-07-13 09:59:28,286 INFO 1c830bac: [CR,SA,SR,SA,SP,SR,SA,SA,SR,SR] (1, 0) [CR,--,SR,SA,SP,SR,SA,SA,SR,SR]
2024-07-13 09:59:30,448 INFO 2123511e: [SA,SP,SR,SA,SR] (0, 3) [OA,SP,SR,SA,SR]
2024-07-13 09:59:33,009 INFO 21941095: [CR,SA,SA,SA,SR,SR] (1, 0) [CR,--,SA,SA,SR,SR]
2024-07-13 09:59:34,567 INFO 268e6330: [CR,SA,SA,SA,SA,SA,SA,SR] (0, 2) [CP1,SA,SA,SA,SA,SA,SA,SR]
2024-07-13 09:59:35,418 INFO 274babcc: [SA,SA,SA,SR,SR,SR] (0, 2) [SA1,SA,SA,SR,SR,SR]
2024-07-13 09:59:38,213 INFO 325150f5: [CR,SP,SA,SP,SR,SA,SA,SR] (1, 0) [CR,--,SA,SP,SR,SA,SA,SR]
2024-07-13 09:59:39,996 INFO 591946b2: [SA,SA,SA,SP,SA,SA,SR] (0, 2) [SA1,SA,SA,SP,SA,SA,SR]
2024-07-13 09:59:40,945 INFO 59694ee3: [SA,SA,SA,SP,SA,SA,SA,SA,SR] (0, 2) [SA1,SA,SA,SP,SA,SA,SA,SA,SR]
2024-07-13 09:59:41,963 INFO 5b5fd097: [SA,SA,SA,SA,SR,SA,SR,SR] (0, 2) [SA1,SA,SA,SA,SR,SA,SR,SR]
2024-07-13 09:59:46,581 INFO 5e7aa4d0: [CR,SP,SA,SA,SA,SA,SA,SR,SA,SR] (0, 2) [CP1,SP,SA,SA,SA,SA,SA,SR,SA,SR]
2024-07-13 09:59:47,859 INFO 673369ef: [CR,SA,SA,SR,SR] (0, 2) [CP1,SA,SA,SR,SR]
2024-07-13 09:59:50,892 INFO 73bb578b: [SA,SA,SA,SA,SR,SA,SR,SA,SA,SR] (0, 0) [--,SA,SA,SA,SR,SA,SR,SA,SA,SR]
2024-07-13 09:59:52,185 INFO 75335eec: [SA,SA,SA,SA,SA,SR,SR] (0, 0) [--,SA,SA,SA,SA,SR,SR]
2024-07-13 09:59:52,822 INFO 80d527e8: [CR,SA,SA] (2, 0) [CR,SA1,--]
2024-07-13 09:59:53,665 INFO 868601d7: [CR,SR] (0, 0) [--,SR]
2024-07-13 09:59:54,228 INFO 8afefe94: [SA,SA,SR] (0, 0) [--,SA,SR]
2024-07-13 09:59:55,152 INFO 8b13fd93: [CR,SA,SA,SR] (0, 0) [--,SA,SA,SR]
2024-07-13 09:59:57,396 INFO a5337ab1: [CR,OA,BC,SR,RD,RC,SA,SA,SA,SA] (6, 2) [CR,--,--,--,--,--,SA1,SA,SA,SA]
2024-07-13 09:59:58,463 INFO aee2d622: [SA,SA,SA,SR,OA,SR] (0, 0) [--,SA,SA,SR,OA,SR]
2024-07-13 10:00:07,281 INFO b149ac68: [SA,SA,SA,SA,SA,SA,SA,SA,SR] (0, 0) [--,SA,SA,SA,SA,SA,SA,SA,SR]
2024-07-13 10:00:07,947 INFO b3e3a4cb: [SP,SA,SR] (0, 0) [--,SA,SR]
2024-07-13 10:00:09,410 INFO bb6971be: [SR,SA,SA,SA,SR] (0, 0) [--,SA,SA,SA,SR]
2024-07-13 10:00:09,481 INFO c8a99799: [SR] (0, 0) [--]
2024-07-13 10:00:09,648 INFO cfbcde74: [CR,RC,BC,RD,OA,SA] (5, 0) [CP1,--,--,--,--,--]
2024-07-13 10:00:12,627 INFO d9d9ac0f: [SA,SA,SA,SP,SA,SA,SA,SA,SR] (0, 0) [--,SA,SA,SP,SA,SA,SA,SA,SR]
2024-07-13 10:00:12,766 INFO 0018bc9f: [FAIL] output/minimizer_output/0018bc9f3e36c70fd4abf0171a5be8edcedc79b86ab19884438d6560870af59f.CR.SR1.SR
2024-07-13 10:00:12,841 INFO 0a75087d: [FAIL] output/minimizer_output/0a75087d9df25bb1857dde7210025ac036c0488739c956172c43cebb40882cbd.OA.SR.OA.SR
2024-07-13 10:00:12,852 INFO 0d0d65d5: [FAIL] output/minimizer_output/0d0d65d5f36d09c8d5816bd771761346bbc761795cbd6d546391c430d0223918.SA.SR.SR
2024-07-13 10:00:12,865 INFO 0f6de990: [FAIL] output/minimizer_output/0f6de9909c528426e5d44cd5631168e8a4b25d618ee7737c02a82c76bee276c1.SA.SA.SP.SA.SA.SA.SR.SR
2024-07-13 10:00:12,873 INFO 124405a3: [FAIL] output/minimizer_output/124405a3b3ac222863211b9f6e32e472ce9381dedbb85dfee0510b1d318e106f.CR.SP1.SP.SA.SA.SA.SA.SR
2024-07-13 10:00:12,882 INFO 1b30bbe5: [FAIL] output/minimizer_output/1b30bbe53d6e74ff232e39bc2ccf9e716e6a0b72d8daebc390e7e119901ab016.SA.SA.SA.SA.SA.SR
2024-07-13 10:00:12,925 INFO 1c830bac: [FAIL] output/minimizer_output/1c830bac4e7230537b5223d31a0a6ce2f0c7dd79ff2833a0d062bdfc24ec8474.CR.SR.SA.SP.SR.SA.SA.SR.SR
2024-07-13 10:00:13,077 INFO 2123511e: [FAIL] output/minimizer_output/2123511eb5a5e95385329af0ff5dc4c3244fe82278d4d5b99e28c1523da95819.OA.SP.SR.SA.SR
2024-07-13 10:00:13,127 INFO 21941095: [FAIL] output/minimizer_output/2194109510ccad6bb986bd90518c2fa2a1f197597f5d19545a724cf57471fb54.CR.SA.SA.SR.SR
2024-07-13 10:00:13,130 INFO 268e6330: [FAIL] output/minimizer_output/268e6330887844a038aa5b86a10e74806df5d7e9ce03fd27ae1123669a00e62f.CP1.SA.SA.SA.SA.SA.SA.SR
2024-07-13 10:00:13,137 INFO 274babcc: [FAIL] output/minimizer_output/274babcce898557fd0b7b3bb23075bb692240dffe2687bcdecb788bf0934724a.SA1.SA.SA.SR.SR.SR
2024-07-13 10:00:13,140 INFO 325150f5: [FAIL] output/minimizer_output/325150f5eb14182376c8313f9dd7ac72138eb983fb6e4329c930a6d992154205.CR.SA.SP.SR.SA.SA.SR
2024-07-13 10:00:13,158 INFO 3be10c92: [FAIL] output/minimizer_output/3be10c92cf59217770ba673cae1df4f01dd9caae508ab559b315d63307aa239a.SA1.SA1.SA.SA.SA.SA
2024-07-13 10:00:13,166 INFO 3eb5663e: [FAIL] output/minimizer_output/3eb5663e820d8187defa82c9962ddc471fad12543dc14eb5a9aa79b3cd807967.SA1.SA.SR
2024-07-13 10:00:13,167 INFO 3f5538ab: [FAIL] output/minimizer_output/3f5538ab9e3a952757b8963a5a3e49ee61d3494dd90c254cbfed3ad712dc2009.SP1.SA.SA.SA.SA.SA.SA.SA.SA.SR
2024-07-13 10:00:13,167 INFO 4204769b: [FAIL] output/minimizer_output/4204769b815b6b5b62b47bfcb8b02e7367ed6e4df4651e5738ff861383fe24fd.OA.SA.SA.SA.SA.SP.SR
2024-07-13 10:00:13,168 INFO 4e3124c7: [SUCC] output/minimizer_output/4e3124c7f0850b4b896bce91397f9a5bf396f8902f657dd2da4a2a16c828e858.RD.BC.SA1
2024-07-13 10:00:13,196 INFO 4e3124c7: ###### [FINISH] output/minimizer_output/4e3124c7f0850b4b896bce91397f9a5bf396f8902f657dd2da4a2a16c828e858.RD.BC.SA1
2024-07-13 10:00:13,245 INFO list_minimal_arm: ['RD', 'BC', 'SA1']
2024-07-13 10:00:13,251 INFO update_reward_with_alpha_beta(4, 1, -1)
2024-07-13 10:00:13,258 INFO update_reward_with_alpha_beta(6, 1, -1)
2024-07-13 10:00:13,263 INFO update_reward_with_alpha_beta(8, 1, 0)
2024-07-13 10:00:13,337 INFO 52196cfc: [SUCC] output/minimizer_output/52196cfcc6b8c36d9fe4f806a90b0ccc3bc3142e15700ea25d098d4219f3594b.SA.SA.SA.SA.SR.SA.SA.SA.SA
2024-07-13 10:00:13,373 INFO 591946b2: [FAIL] output/minimizer_output/591946b20cb05a4ace0cfb488edef45bfc26bcfdbd257d1b26e5dc11a08adbf8.SA1.SA.SA.SP.SA.SA.SR
2024-07-13 10:00:13,376 INFO 59694ee3: [FAIL] output/minimizer_output/59694ee3871413b2d45fb57a89c1f34ddbffbd5e74b1d0d18196e697e816cbae.SA1.SA.SA.SP.SA.SA.SA.SA.SR
2024-07-13 10:00:13,378 INFO 5b5fd097: [FAIL] output/minimizer_output/5b5fd097bbc8b095972250843af646c020f8ab1cb56d3338b2e004c898da151f.SA1.SA.SA.SA.SR.SA.SR.SR
2024-07-13 10:00:13,380 INFO 5e7aa4d0: [FAIL] output/minimizer_output/5e7aa4d0be80f014bc11c536a12de13bc551b3ce28d890f10819829d9124b81a.CP1.SP.SA.SA.SA.SA.SA.SR.SA.SR
2024-07-13 10:00:13,383 INFO 5f3bdf91: [SUCC] output/minimizer_output/5f3bdf91690eac7128b2a344b464bea21f12bdcd2c80b717e7831ce5f78dabd0.RD.RC.SR.SA.SA
2024-07-13 10:00:13,510 INFO 673369ef: [FAIL] output/minimizer_output/673369ef4c994502046d3905f1ac2e1e1b53d34377a8976d00ecc3789e88181c.CP1.SA.SA.SR.SR
2024-07-13 10:00:13,531 INFO 73bb578b: [FAIL] output/minimizer_output/73bb578ba2fdbb92aa43f22dc7985ce7764d0de8458f298de3feed6b05fd7153.SA.SA.SA.SR.SA.SR.SA.SA.SR
2024-07-13 10:00:13,638 INFO 75335eec: [FAIL] output/minimizer_output/75335eec062822ecc7fb80d5ad266b483fedfffbfe713214c4d50627dd433880.SA.SA.SA.SA.SR.SR
2024-07-13 10:00:13,659 INFO 779ff756: [SUCC] output/minimizer_output/779ff756a820e1c63aae7385d759123fabb82dbffaca57945cbeae3cebae69a0.SR1.SA1.RD.SA
2024-07-13 10:00:13,746 INFO 80d527e8: [FAIL] output/minimizer_output/80d527e8d84c8b5f505c2a303ec1eb564b67cb9d2d19863c1a01ccf406db6c11.CR.SA1
2024-07-13 10:00:13,749 INFO 862a8c73: [FAIL] output/minimizer_output/862a8c73021006d1d981f1a25a6f4e167e4a0fc23ac8095cad25b2dbafc80b8e.SP1.SA
2024-07-13 10:00:13,749 INFO 868601d7: [FAIL] output/minimizer_output/868601d7f79db80a2d53645200e3aa1f89779b9c88f3a872db073daa1514060e.SR
2024-07-13 10:00:13,749 INFO 8afefe94: [FAIL] output/minimizer_output/8afefe94bcd71fad3e72bf0bd6d3cd37ee2972fb26760bab30950909b8078d21.SA.SR
2024-07-13 10:00:13,750 INFO 8b13fd93: [FAIL] output/minimizer_output/8b13fd93ad157d1e4c8a9eadba67e6e5771aa77d408961912b9208d293143b37.SA.SA.SR
2024-07-13 10:00:13,750 INFO a93854e6: [SUCC] output/minimizer_output/a93854e69170b7322192e1ca994f57946260bfa4152d690bbc346fe332b4c186.CR.SA1.SR1
2024-07-13 10:00:13,784 INFO a93854e6: ###### [FINISH] output/minimizer_output/a93854e69170b7322192e1ca994f57946260bfa4152d690bbc346fe332b4c186.CR.SA1.SR1
2024-07-13 10:00:13,811 INFO list_minimal_arm: ['CR', 'SA1', 'SR1']
2024-07-13 10:00:13,812 INFO update_reward_with_alpha_beta(7, 1, -1)
2024-07-13 10:00:13,828 INFO update_reward_with_alpha_beta(11, 1, -1)
2024-07-13 10:00:13,836 INFO update_reward_with_alpha_beta(18, 1, 0)
2024-07-13 10:00:13,926 INFO aee2d622: [FAIL] output/minimizer_output/aee2d62256b872993abb2d3d8fa16b833b852328a727f3bbee0f52c1a9f06a9a.SA.SA.SR.OA.SR
2024-07-13 10:00:13,990 INFO b0fb5673: [FAIL] output/minimizer_output/b0fb567370f704eafa74af98fe4f22392da96a593d7c09c3c96ee631ec148b33.SA1.SP1
2024-07-13 10:00:14,002 INFO b149ac68: [FAIL] output/minimizer_output/b149ac6820820cc1fc8c722519b554daaf2c1cec4274d2224fbfd938dfed7ffc.SA.SA.SA.SA.SA.SA.SA.SR
2024-07-13 10:00:14,007 INFO b3e3a4cb: [FAIL] output/minimizer_output/b3e3a4cbe758a1deb87c50d04596b7dfc80368a4462866c73e6d2d2180db9222.SA.SR
2024-07-13 10:00:14,860 INFO 0018bc9f: [CR,SR,SR] (2, 0) [CR,SR,--]
2024-07-13 10:00:15,664 INFO 0a75087d: [SA,SR,OA,SR] (1, 0) [SA,--,OA,SR]
2024-07-13 10:00:17,094 INFO 0d0d65d5: [SA,SA,SR,SR] (1, 2) [SA,SA1,SR,SR]
2024-07-13 10:00:19,439 INFO 0f6de990: [SA,SA,SA,SP,SA,SA,SA,SR,SR] (1, 2) [SA,SA1,SA,SP,SA,SA,SA,SR,SR]
2024-07-13 10:00:29,145 INFO 124405a3: [CR,SP,SP,SA,SA,SA,SA,SR] (2, 0) [CR,SP,--,SA,SA,SA,SA,SR]
